2013-06-30 09:30:54^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A30%3A42&partner_id=top-sdk-php-20120816&sign=FE55FB2E7847A3A31DBDC8392E0A343D^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:07^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A07&partner_id=top-sdk-php-20120816&sign=6654E38FAB1BCEDC5A031DD9BBC7E346^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:08^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A08&partner_id=top-sdk-php-20120816&sign=6A7C9AAFFC557F39E415A54F7B2B6F7A^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:09^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A09&partner_id=top-sdk-php-20120816&sign=FE84732B40F8CAE74CD8AFDFA63D87EA^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:11^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A11&partner_id=top-sdk-php-20120816&sign=5CD5977B3B39CC831C5FB567E5C39F54^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:12^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A12&partner_id=top-sdk-php-20120816&sign=825CEE7137F2E2AA4A86CE26A031C2DC^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:13^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A13&partner_id=top-sdk-php-20120816&sign=D61152DF4130EDF216C756302EEFECA5^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:14^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A14&partner_id=top-sdk-php-20120816&sign=166D4F00D4579E46ECC47EEED58C88D6^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:16^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A16&partner_id=top-sdk-php-20120816&sign=8346D01C82D7499B3EC687BB2C4380E5^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:17^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A17&partner_id=top-sdk-php-20120816&sign=0D4E12C69EE968066228E54FC121966C^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:18^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A18&partner_id=top-sdk-php-20120816&sign=78132E6DA0AAA5BDCCCA683C3920E0C0^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:20^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A20&partner_id=top-sdk-php-20120816&sign=F25C73FB17D2A43CB2BA4A1C81267581^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:21^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A21&partner_id=top-sdk-php-20120816&sign=C4BD3EF1D3A95A1B203DF6875AB8373F^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:22^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A22&partner_id=top-sdk-php-20120816&sign=3986EEEAEBAF340F1B1F3D68284BFEE9^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:23^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A23&partner_id=top-sdk-php-20120816&sign=4CC02C2A4EAEE604E609F82378048880^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:25^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A25&partner_id=top-sdk-php-20120816&sign=8EA610FE74A0FD75AB914570626F6676^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:26^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A26&partner_id=top-sdk-php-20120816&sign=2A63A703FE3A504A8AF753BDB8220FC0^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:27^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A27&partner_id=top-sdk-php-20120816&sign=C51F69A3747936D4E2E46DE0D8E24F54^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:28^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A28&partner_id=top-sdk-php-20120816&sign=35DFAFB67451AEC2091CD63E3F17DF12^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:30^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A30&partner_id=top-sdk-php-20120816&sign=FE7FEA78BE3100797E4B6816A67322D8^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:31^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A31&partner_id=top-sdk-php-20120816&sign=EB889B8F03D1E35328ECE5F2C83DC965^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:32^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A32&partner_id=top-sdk-php-20120816&sign=FBF81058EC2E099D8A385CE05B6F865E^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:34^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A34&partner_id=top-sdk-php-20120816&sign=6E67D8D90AC1982544922E60319A148F^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:35^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A35&partner_id=top-sdk-php-20120816&sign=3D5CE729E76C8DE9A58448F3A1E93EE1^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:36^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A36&partner_id=top-sdk-php-20120816&sign=FFCB03392881822CB606784121889C55^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:37^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A37&partner_id=top-sdk-php-20120816&sign=E80E39591835E80BD4AD2DC5C8A3A65F^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:39^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A39&partner_id=top-sdk-php-20120816&sign=8C47268A1B6984154339B32B435A0DE4^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:40^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A40&partner_id=top-sdk-php-20120816&sign=7D1B035644C2731236F976BE4454CA04^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:41^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A41&partner_id=top-sdk-php-20120816&sign=5DBCE2AA6B35B7C06FE569184978E318^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:42^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A42&partner_id=top-sdk-php-20120816&sign=A8E751DAE425B2C63C66B131EEB546AE^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:44^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A44&partner_id=top-sdk-php-20120816&sign=0F815D737EDE96CC7ED2277113943163^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:45^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A45&partner_id=top-sdk-php-20120816&sign=2F44B80D1DAA26E7422FCCB9AA24E3F3^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:46^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A46&partner_id=top-sdk-php-20120816&sign=DBFD0218CD555B37A8418FFAE69CBCBD^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:47^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A47&partner_id=top-sdk-php-20120816&sign=32DFFAC9AD8DB390D7CCB325155C97CD^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:49^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A49&partner_id=top-sdk-php-20120816&sign=CC9A3F7DCEAA91E6E1722F63B131A717^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:50^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A50&partner_id=top-sdk-php-20120816&sign=91FF4517328D1D779315B2ED5826A7BD^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:51^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A51&partner_id=top-sdk-php-20120816&sign=8A9A0D11C3F8DEFBBC7A4C1C4047F1B0^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:52^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A52&partner_id=top-sdk-php-20120816&sign=A0AD17D10EED45CC95E69E2A543BFE06^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:54^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A54&partner_id=top-sdk-php-20120816&sign=A736A8CD937F8ACF3EC593BBB0CEFB47^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:55^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A55&partner_id=top-sdk-php-20120816&sign=C2F5684D2787C7697A12D06F00775E00^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:56^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A56&partner_id=top-sdk-php-20120816&sign=1282C0C3E2FF9D2B4126E868C512EE21^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:57^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A57&partner_id=top-sdk-php-20120816&sign=9E3C8F3E6174837313D840DA5C1E7770^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:50:59^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A50%3A59&partner_id=top-sdk-php-20120816&sign=ABC3C4CD4E3227B92F55C4794B54AF8A^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:51:00^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A51%3A00&partner_id=top-sdk-php-20120816&sign=D6391F69A55BC1444C27602F2DC4461C^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:51:01^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A51%3A01&partner_id=top-sdk-php-20120816&sign=7CEB045D2E74469A513BA548217CF83B^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:51:02^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A51%3A02&partner_id=top-sdk-php-20120816&sign=46B5DBF66E070DDF6B3E52A2CABE2636^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:51:04^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A51%3A04&partner_id=top-sdk-php-20120816&sign=2AFAD1B32FB07A81F982F8C69C44F8DA^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:51:05^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A51%3A05&partner_id=top-sdk-php-20120816&sign=F5ADC07CEB4B5AB33954E36399504B83^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:51:06^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A51%3A06&partner_id=top-sdk-php-20120816&sign=0F6E77B12F2C9E3F8681C5843912FE80^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:51:07^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A51%3A07&partner_id=top-sdk-php-20120816&sign=CCCC960CD0BA376A573EE9F566024D55^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:51:09^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A51%3A09&partner_id=top-sdk-php-20120816&sign=3486F814F7F7CB4BB31B44948A3731F3^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:51:10^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A51%3A10&partner_id=top-sdk-php-20120816&sign=AB31C14A89C8805B4D1365264208574D^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:51:11^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A51%3A11&partner_id=top-sdk-php-20120816&sign=D504923A183E4B37429E9E4C9D4EC0B8^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:51:12^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A51%3A12&partner_id=top-sdk-php-20120816&sign=9040F3947C58DC85D9E5FD49B04DF307^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:51:14^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A51%3A14&partner_id=top-sdk-php-20120816&sign=D5475BF55C74BBCE9BEBC2CF93525247^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:51:15^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A51%3A15&partner_id=top-sdk-php-20120816&sign=B56DFE802D66E98DF879FA209334C763^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:51:16^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A51%3A16&partner_id=top-sdk-php-20120816&sign=570DD1BBC9B793DF796A1EAD63C59EC5^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:51:17^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A51%3A17&partner_id=top-sdk-php-20120816&sign=D1EB64FC29226F7493C8105FF44A1550^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:51:19^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A51%3A19&partner_id=top-sdk-php-20120816&sign=C8AC5A3C30AE2CBA66FB10F30268BD5A^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:51:20^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A51%3A20&partner_id=top-sdk-php-20120816&sign=B8B46B429FA865CE1D84E8AD3380B76A^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
2013-06-30 09:51:21^_^taobao.taobaoke.report.get^_^^_^127.0.0.1^_^WINNT^_^top-sdk-php-20120816^_^http://gw.api.taobao.com/router/rest?app_key=&v=2.0&format=xml&sign_method=md5&method=taobao.taobaoke.report.get&timestamp=2013-06-30+09%3A51%3A21&partner_id=top-sdk-php-20120816&sign=E15495174B4D464C6B31ED9D5362FEDE^_^HTTP_ERROR_0^_^Could not resolve host: gw.api.taobao.com; Host not found
